Date,Close,Volume,Open,High,Low,avg,7ma,Average Score,7 MA
25/08/2021,164.96,33606120,165.49,166.05,164.31,0.571,0.533,0.571,0.533
26/08/2021,165.8,44616210,165.17,166.69,162.55,0.5,0.518,0.5,0.518
27/08/2021,167.48,48047380,166.66,167.62,165.69,0.623,0.541,0.623,0.541
30/08/2021,171.08,63844880,167.87,172.25,167.76,0.687,0.598,0.687,0.598
31/08/2021,173.54,87128260,171.24,173.63,169.78,0.679,0.614,0.679,0.614
01/09/2021,173.95,72598220,174.82,176.35,173.76,0.678,0.629,0.678,0.629
02/09/2021,173.16,58511880,174.74,175.6,172.75,0.522,0.632,0.522,0.632
03/09/2021,173.9,51566480,172.6,174.13,171.82,0.583,0.627,0.583,0.627
07/09/2021,175.46,54823680,173.9,176.4,173.85,0.657,0.535,0.657,0.535
08/09/2021,176.28,61067280,175.58,177.28,174.78,0.5,0.509,0.5,0.509
09/09/2021,174.21,54384820,176.3,177.5,173.33,0.581,0.518,0.581,0.518
10/09/2021,173.46,47945380,175.09,175.42,173.15,0.672,0.53,0.672,0.53
13/09/2021,172.86,51380440,174.14,174.9,171.9,0.639,0.608,0.639,0.608
14/09/2021,172.5,38737940,173.78,174.34,171.89,0.578,0.597,0.578,0.597
15/09/2021,173.79,59150740,172.13,174.27,170.1,0.56,0.605,0.56,0.605
16/09/2021,174.41,51671960,173,174.63,172.31,0.554,0.601,0.554,0.601
17/09/2021,173.13,92331120,174.42,174.87,172.61,0.684,0.603,0.684,0.603
20/09/2021,167.79,93382600,169.8,170.95,165.75,0.458,0.529,0.458,0.529
21/09/2021,167.18,55617560,168.75,168.99,166.62,0.571,0.528,0.571,0.528
22/09/2021,169,48228060,167.55,170.7,166.16,0.625,0.537,0.625,0.537
23/09/2021,170.8,29045030,173.69,173.69,168.92,0.447,0.522,0.447,0.522
24/09/2021,171.28,42324820,170.1,171.46,169.67,0.618,0.512,0.618,0.512
27/09/2021,170.29,72689000,168.58,170.78,166.98,0.467,0.555,0.467,0.555
28/09/2021,165.8,88616380,167.89,168.46,164.51,0.636,0.564,0.636,0.564
29/09/2021,165.06,51245360,166.11,167.57,164.89,0.546,0.553,0.546,0.553
30/09/2021,164.25,56940660,165.8,166.39,163.7,0.712,0.591,0.712,0.591
01/10/2021,164.16,56712340,164.45,165.46,162.8,0.529,0.578,0.529,0.578
04/10/2021,159.49,90461140,163.97,164,158.81,0.524,0.551,0.524,0.551
05/10/2021,161.05,65384160,160.23,163.04,160.12,0.49,0.53,0.49,0.53
06/10/2021,163.1,50659540,160.68,163.22,159.93,0.393,0.508,0.393,0.508
07/10/2021,165.12,48181500,164.58,166.29,164.15,0.592,0.491,0.592,0.491
08/10/2021,164.43,39964340,165.85,166.07,164.41,0.559,0.496,0.559,0.496
11/10/2021,162.32,40684060,163.75,164.63,161.91,0.495,0.448,0.495,0.448
12/10/2021,162.37,36391420,162.85,163.38,161.81,0.475,0.446,0.475,0.446
13/10/2021,164.21,48501720,163.49,164.42,163.05,0.597,0.475,0.597,0.475
14/10/2021,164.99,42240400,165.12,165.63,164.54,0.631,0.481,0.631,0.481
15/10/2021,170.45,103598820,165.57,170.52,165.2,0.628,0.491,0.628,0.491
18/10/2021,172.34,63482300,169.42,172.46,169.26,0.596,0.487,0.596,0.487
19/10/2021,172.21,47721580,171.71,172.73,171.1,0.525,0.494,0.525,0.494
20/10/2021,170.75,42795540,172.63,173.14,170.02,0.647,0.501,0.647,0.501
21/10/2021,171.75,37627700,170.71,172.01,170.15,0.578,0.493,0.578,0.493
22/10/2021,166.78,62781060,171.05,171.49,166.57,0.604,0.49,0.604,0.49
25/10/2021,166.02,44519120,166.75,168.77,160.55,0.632,0.584,0.632,0.584
26/10/2021,168.8,53966840,167.48,170.81,167.2,0.574,0.591,0.574,0.591
27/10/2021,169.62,54044480,169.4,171.85,168.57,0.6,0.584,0.6,0.584
28/10/2021,172.33,114174660,170.1,173.95,169.3,0.575,0.584,0.575,0.584
29/10/2021,168.62,129721540,165,168.74,163.67,0.354,0.548,0.354,0.548
01/11/2021,165.91,72177580,168.09,168.79,164.6,0.452,0.528,0.452,0.528
02/11/2021,165.64,52551800,165.75,166.56,164.18,0.421,0.506,0.421,0.506
03/11/2021,169.2,67943780,165.45,169.75,164.88,0.72,0.523,0.72,0.523
04/11/2021,173.85,107060400,168.5,174.93,168.25,0.493,0.512,0.493,0.512
05/11/2021,175.95,99939020,173.85,178.31,173.85,0.637,0.552,0.637,0.552
08/11/2021,174.45,61479840,176.16,178.95,174.39,0.641,0.562,0.641,0.562
09/11/2021,178.81,85898440,175.76,179.69,175.07,0.652,0.595,0.652,0.595
10/11/2021,174.1,80548440,178.19,180.27,173.15,0.581,0.575,0.581,0.575
11/11/2021,173.63,45288120,175.65,177.16,173.37,0.573,0.587,0.573,0.587
12/11/2021,176.26,53788680,174.25,177.04,172.35,0.453,0.56,0.453,0.56
15/11/2021,177.28,58594380,176.85,179.69,176.29,0.694,0.546,0.694,0.546
16/11/2021,177.04,44341420,176.95,178.83,176.26,0.705,0.553,0.705,0.553
17/11/2021,177.45,51205400,178.24,179.36,177.27,0.625,0.56,0.625,0.56
18/11/2021,184.8,114070760,178.32,185.21,178.05,0.546,0.556,0.546,0.556
19/11/2021,183.83,98924060,185.63,188.11,183.79,0.686,0.589,0.686,0.589
22/11/2021,178.63,96957000,183.82,185.67,178.38,0.625,0.628,0.625,0.628
23/11/2021,179,73844920,179.25,181.05,176.39,0.546,0.606,0.546,0.606
24/11/2021,179.02,46560360,178.13,180.68,176.84,0.521,0.591,0.521,0.591
26/11/2021,175.23,59825940,180.1,181.68,175.21,0.512,0.584,0.512,0.584
29/11/2021,178.08,65311140,177.38,179.8,176.58,0.603,0.589,0.603,0.589
30/11/2021,175.35,80022140,178.18,179.29,174.6,0.761,0.62,0.761,0.62
01/12/2021,172.19,75139900,177.25,177.99,172.08,0.652,0.639,0.652,0.639
02/12/2021,171.87,64725760,173,174.64,171.19,0.637,0.634,0.637,0.634
03/12/2021,169.49,80711000,172.75,173.49,166.93,0.56,0.64,0.56,0.64
06/12/2021,171.37,68860000,169.65,171.43,168.88,0.663,0.616,0.663,0.616
07/12/2021,176.16,66410720,174.6,177.5,173.33,0.482,0.576,0.482,0.576
08/12/2021,176.16,45253660,176.15,177.18,174.75,0.429,0.544,0.429,0.544
09/12/2021,174.17,46061820,175.75,176.97,174.14,0.514,0.526,0.514,0.526
10/12/2021,172.21,60689760,175.42,175.93,170.5,0.476,0.514,0.476,0.514
13/12/2021,169.57,62169000,172,172.1,169.13,0.391,0.417,0.391,0.417
14/12/2021,169.09,55975280,167.55,170.7,166.16,0.652,0.441,0.652,0.441
15/12/2021,173.32,75794260,168.6,173.6,165.2,0.578,0.463,0.578,0.463
16/12/2021,168.87,60876840,173.37,174.17,168.16,0.565,0.47,0.565,0.47
17/12/2021,170.02,85755160,167.71,170.9,165.61,0.594,0.487,0.594,0.487
20/12/2021,167.08,57372660,166.85,167.87,165.6,0.613,0.611,0.613,0.611
21/12/2021,170.42,55955820,167.85,170.72,165.65,0.56,0.598,0.56,0.598
22/12/2021,171.04,55035460,169.27,172.05,168.5,0.496,0.586,0.496,0.586
23/12/2021,171.07,36788240,170.43,171.98,170.15,0.721,0.608,0.721,0.608
27/12/2021,169.67,58846820,171.04,172.94,169.22,0.646,0.694,0.646,0.694
28/12/2021,170.66,54711860,170.18,172.18,169.14,0.641,0.705,0.641,0.705
29/12/2021,169.2,35754040,170.84,171.21,168.6,0.657,0.728,0.657,0.728
30/12/2021,168.64,37583100,169.7,170.89,168.52,0.503,0.697,0.503,0.697
31/12/2021,166.72,47830380,168.96,169.35,166.56,0.638,0.655,0.638,0.655
03/01/2022,170.4,63869140,167.55,170.7,166.16,0.697,0.56,0.697,0.56
04/01/2022,167.52,70725160,170.44,171.4,166.35,0.433,0.53,0.433,0.53
05/01/2022,164.36,64302720,166.88,167.13,164.36,0.7,0.537,0.7,0.537
06/01/2022,163.25,51957780,163.45,164.8,161.94,0.599,0.55,0.599,0.55
07/01/2022,162.55,46605900,163.84,165.24,162.03,0.592,0.544,0.592,0.544
10/01/2022,161.49,87798300,160.59,161.66,156.3,0.559,0.561,0.559,0.561
11/01/2022,165.36,62805580,161.5,166.35,160.7,0.544,0.577,0.544,0.577
12/01/2022,165.21,50029120,166.58,166.88,164.42,0.498,0.548,0.498,0.548
13/01/2022,161.21,52188300,165.25,166.22,161.09,0.7,0.563,0.7,0.563
14/01/2022,162.14,45974860,160.15,162.25,159.8,0.58,0.561,0.58,0.561
18/01/2022,158.92,67441440,159.11,159.73,157.66,0.701,0.633,0.701,0.633
19/01/2022,156.3,53241920,158.76,159.25,156.25,0.644,0.654,0.644,0.654
20/01/2022,151.67,71973320,156.77,158,151.35,0.575,0.636,0.575,0.636
21/01/2022,142.64,163971440,149.95,150.9,142.07,0.464,0.619,0.464,0.619
24/01/2022,144.54,156044740,139,144.95,135.35,0.563,0.603,0.563,0.603
25/01/2022,139.99,90824660,142.24,143.6,138.15,0.559,0.583,0.559,0.583
26/01/2022,138.87,95601700,144.75,150.36,144.3,0.529,0.566,0.529,0.566
27/01/2022,139.64,77515800,140.8,144.24,139.35,0.484,0.553,0.484,0.553
28/01/2022,143.98,74391980,140.86,144,137.93,0.616,0.575,0.616,0.575
31/01/2022,149.57,78307440,144.75,150.36,144.3,0.54,0.505,0.54,0.505
01/02/2022,151.19,59219840,150,151.71,147.63,0.696,0.525,0.696,0.525
02/02/2022,150.61,87329760,155.05,155.08,148.86,0.61,0.537,0.61,0.537
03/02/2022,138.85,225531400,141.74,144.25,138.33,0.376,0.521,0.376,0.521
04/02/2022,157.64,253455800,155.61,161.2,150.61,0.568,0.514,0.568,0.514
07/02/2022,157.94,102624380,158.52,162.69,157.25,0.653,0.551,0.653,0.551
08/02/2022,161.41,76040360,156.75,161.79,155.55,0.607,0.539,0.607,0.539
09/02/2022,161.19,68785600,162.87,163.83,160.25,0.554,0.531,0.554,0.531
10/02/2022,159,68268120,158.35,160.72,157.75,0.653,0.57,0.653,0.57
11/02/2022,153.29,77100440,158.13,159,152.73,0.494,0.56,0.494,0.56
14/02/2022,155.17,83230700,151.75,158.45,151.65,0.744,0.636,0.744,0.636
15/02/2022,156.51,56970660,157.61,158.01,154.64,0.572,0.631,0.572,0.631
16/02/2022,158.1,52704280,155.79,158.83,154.73,0.531,0.628,0.531,0.628
17/02/2022,154.65,64032500,158.15,160.35,154.5,0.517,0.609,0.517,0.609
18/02/2022,152.6,63604100,155.5,155.5,150.89,0.551,0.617,0.551,0.617
22/02/2022,150.2,66128240,150.48,152.98,148.49,0.64,0.538,0.64,0.538
23/02/2022,144.83,64243560,151.65,151.76,144.65,0.591,0.546,0.591,0.546
24/02/2022,151.36,100785760,139.84,151.75,139.5,0.383,0.527,0.383,0.527
25/02/2022,153.79,62395360,150.55,153.99,149.21,0.623,0.537,0.623,0.537
28/02/2022,153.56,57683420,152.43,154.45,150.85,0.363,0.427,0.363,0.427
01/03/2022,151.14,44873580,152.73,154.1,149.98,0.295,0.377,0.295,0.377
02/03/2022,152.05,47334720,150.85,153,148.75,0.589,0.377,0.589,0.377
03/03/2022,147.9,65197200,153.53,153.93,146.86,0.522,0.397,0.522,0.397
04/03/2022,145.64,60983120,147.16,147.85,144.28,0.491,0.378,0.491,0.378
07/03/2022,137.45,86933860,145.44,146.09,137.42,0.492,0.461,0.492,0.461
08/03/2022,136.01,91662580,136.68,140.7,133.57,0.492,0.49,0.492,0.49
09/03/2022,139.28,82656660,139.5,140.25,136.83,0.395,0.462,0.395,0.462
10/03/2022,146.82,135062900,145.69,148.67,143.98,0.483,0.456,0.483,0.456
11/03/2022,145.52,68900560,149.57,149.68,145.37,0.588,0.47,0.588,0.47
14/03/2022,141.85,74086100,145.98,147.45,140.88,0.503,0.476,0.503,0.476
15/03/2022,147.37,75584600,142.85,147.99,142,0.437,0.469,0.437,0.469
16/03/2022,153.1,84957680,148.5,153.15,147.35,0.615,0.5,0.615,0.5
17/03/2022,157.24,72934840,152.64,157.5,152.14,0.428,0.492,0.428,0.492
18/03/2022,161.25,102962760,156.81,161.59,156.01,0.465,0.475,0.465,0.475
21/03/2022,161.49,66537520,161.12,163.08,159.55,0.573,0.492,0.573,0.492
22/03/2022,164.89,64086120,161.81,166.17,161.7,0.739,0.535,0.739,0.535
23/03/2022,163.41,55811860,163.71,166.37,162.69,0.505,0.519,0.505,0.519
24/03/2022,163.65,56798060,163.75,164.12,160.05,0.558,0.538,0.558,0.538
25/03/2022,164.77,49085500,164,165.37,162.25,0.535,0.548,0.535,0.548
28/03/2022,168.99,59853820,164.98,169.04,164.9,0.676,0.574,0.676,0.574
29/03/2022,169.32,66153600,170.38,170.83,167.87,0.633,0.559,0.633,0.559
30/03/2022,166.3,56167260,168.51,168.95,165.5,0.579,0.569,0.579,0.569
31/03/2022,163,59965780,166.44,166.5,162.95,0.514,0.563,0.514,0.563
01/04/2022,163.56,57089500,164.15,165.83,162.32,0.557,0.566,0.557,0.566
04/04/2022,168.35,50007960,164.13,168.39,163.21,0.596,0.617,0.596,0.617
05/04/2022,164.06,53728560,167.74,168.11,163.27,0.565,0.607,0.565,0.607
06/04/2022,158.76,79055760,161.65,162.2,157.25,0.509,0.597,0.509,0.597
07/04/2022,157.78,68136780,158.4,160.08,154.51,0.476,0.592,0.476,0.592
08/04/2022,154.46,46001660,156.75,157.37,154.23,0.268,0.551,0.268,0.551
11/04/2022,151.12,52112340,152.71,154.14,150.53,0.682,0.514,0.682,0.514
12/04/2022,150.79,55177440,153.69,155.1,150.38,0.645,0.525,0.645,0.525
13/04/2022,155.54,53390880,150.02,156.03,149.6,0.5,0.524,0.5,0.524
14/04/2022,151.71,51598140,155.39,156.2,154.01,0.589,0.54,0.589,0.54
18/04/2022,152.79,46513520,151.52,154.04,150.25,0.526,0.515,0.526,0.515
19/04/2022,158.12,54926420,152.03,158.65,151.55,0.574,0.505,0.574,0.505
20/04/2022,154,59630020,157.6,157.6,153.6,0.657,0.527,0.657,0.527
21/04/2022,148.3,63969320,154.71,156.74,147.59,0.484,0.512,0.484,0.512
22/04/2022,144.35,73078580,148.25,149.62,143.7,0.326,0.443,0.326,0.443
25/04/2022,146.07,61874980,144.02,146.22,142.31,0.579,0.608,0.579,0.608
26/04/2022,139.39,77529160,144.8,144.86,138.93,0.237,0.56,0.237,0.56
27/04/2022,138.17,71336300,140.19,141.95,135.78,0.504,0.538,0.504,0.538
28/04/2022,144.6,117316940,142.18,145.94,140.3,0.56,0.549,0.56,0.549
29/04/2022,124.28,272661800,129.85,130.76,121.63,0.308,0.547,0.308,0.547
02/05/2022,124.5,148788980,122.4,124.67,118.38,0.483,0.401,0.483,0.401
03/05/2022,124.25,79133360,124.05,126.22,122.83,0.541,0.444,0.541,0.444
04/05/2022,125.93,110745360,123.6,126,119.18,0.583,0.455,0.583,0.455
05/05/2022,116.41,144391220,123,123.5,115.07,0.379,0.429,0.379,0.429
06/05/2022,114.77,124259900,114.85,119.05,113.08,0.363,0.437,0.363,0.437
09/05/2022,108.79,128124380,111.31,114,108.88,0.288,0.435,0.288,0.435
10/05/2022,108.86,105433820,111.25,112.64,107.17,0.286,0.399,0.286,0.399
11/05/2022,105.37,109703640,108.1,110.16,104.43,0.547,0.393,0.547,0.393
12/05/2022,106.93,132025140,102.75,104.2,101.52,0.616,0.427,0.616,0.427
13/05/2022,113.06,93684560,109.07,113.18,107.8,0.569,0.457,0.569,0.457
16/05/2022,110.81,74565740,113.1,113.99,110.35,0.346,0.526,0.346,0.526
17/05/2022,115.37,76447740,113.28,115.8,111.28,0.503,0.557,0.503,0.557
18/05/2022,107.11,108379180,111.44,112.85,106.25,0.139,0.499,0.139,0.499
19/05/2022,107.32,88142540,106.28,110.03,106.19,0.311,0.455,0.311,0.455
20/05/2022,107.59,99500640,109.57,109.9,105.01,0.705,0.475,0.705,0.475
23/05/2022,107.56,107797360,108.46,108.82,103.95,0.569,0.425,0.569,0.425
24/05/2022,104.1,102934680,104.03,105.4,101.26,0.626,0.442,0.626,0.442
25/05/2022,106.78,93120100,103.66,108.18,103.65,0.715,0.524,0.715,0.524
26/05/2022,111.08,93002600,107.97,112.67,107.45,0.624,0.569,0.624,0.569
27/05/2022,115.15,93660160,113.55,115.19,112.63,0.753,0.576,0.753,0.576
31/05/2022,120.21,144634160,116.28,121.99,115.68,0.662,0.646,0.662,0.646
01/06/2022,121.68,127528980,122.26,125.18,120.62,0.659,0.638,0.659,0.638
02/06/2022,125.51,100560680,121.68,125.61,120.05,0.628,0.639,0.628,0.639
03/06/2022,122.35,97603320,124.2,124.4,121.05,0.495,0.602,0.495,0.602
06/06/2022,124.79,135269000,125.25,128.99,123.81,0.716,0.631,0.716,0.631
07/06/2022,123,85156710,122.01,124.1,120.63,0.432,0.598,0.432,0.598
08/06/2022,121.18,64926590,122.61,123.75,120.75,0.692,0.602,0.692,0.602
09/06/2022,116.15,67029840,119.99,121.3,116.1,0.395,0.569,0.395,0.569
10/06/2022,109.65,87412250,113.42,114.5,109.05,0.592,0.583,0.592,0.583
13/06/2022,103.67,99277740,104.19,104.88,101.43,0.514,0.514,0.514,0.514
14/06/2022,102.31,69728760,104.19,104.88,101.43,0.598,0.538,0.598,0.538
15/06/2022,107.67,85011060,103.86,109.06,103.53,0.64,0.531,0.64,0.531
16/06/2022,103.66,82186300,104.47,104.58,96.06,0.329,0.521,0.329,0.521
17/06/2022,106.22,99772150,102.8,106.98,102.51,0.45,0.501,0.45,0.501
21/06/2022,108.68,70901250,108.2,111.63,103.56,0.651,0.479,0.651,0.479
22/06/2022,108.95,60040130,107.43,112.13,107.02,0.528,0.463,0.528,0.463
23/06/2022,112.44,64345300,110.39,113,107.93,0.577,0.498,0.577,0.498
24/06/2022,116.46,69867620,112.38,116.71,111.43,0.491,0.504,0.491,0.504
27/06/2022,113.22,62133240,117.09,117.98,112.7,0.536,0.479,0.536,0.479
28/06/2022,107.4,75172030,113.5,114.85,107.04,0.464,0.452,0.464,0.452
29/06/2022,108.92,66375340,107.38,110.99,106.91,0.394,0.433,0.394,0.433
30/06/2022,106.21,69575610,107.66,109.23,105.07,0.445,0.414,0.445,0.414
01/07/2022,109.56,73021170,106.29,109.75,105.85,0.411,0.403,0.411,0.403
05/07/2022,113.5,76684410,107.6,114.08,106.32,0.368,0.263,0.368,0.263
06/07/2022,114.33,66958880,113.21,115.48,110.39,0.377,0.26,0.377,0.26
07/07/2022,116.33,57872320,113.85,116.99,113.49,0.492,0.267,0.492,0.267
08/07/2022,115.54,45719690,114.6,116.58,113.69,0.4,0.265,0.4,0.265
11/07/2022,111.75,53540020,114.08,114.3,110.87,0.495,0.408,0.495,0.408
12/07/2022,109.22,54280260,112.16,112.64,109.32,0.641,0.447,0.641,0.447
13/07/2022,110.4,61353810,107.03,111.78,106.01,0.599,0.479,0.599,0.479
14/07/2022,110.63,51163140,110.24,111.18,107.58,0.425,0.469,0.425,0.469
15/07/2022,113.55,84317820,112.5,115.59,111.59,0.492,0.482,0.492,0.482
18/07/2022,113.76,59115420,115,117.24,113.15,0.617,0.555,0.617,0.555
19/07/2022,118.21,60990040,115.7,118.95,114.03,0.412,0.522,0.412,0.522
20/07/2022,122.77,54375130,120.69,123.49,119.93,0.419,0.496,0.419,0.496
21/07/2022,124.63,60239890,123.2,124.85,121.26,0.498,0.507,0.498,0.507
22/07/2022,122.42,51463800,125.01,125.5,121.35,0.399,0.493,0.399,0.493
25/07/2022,121.14,50221260,122.7,123.64,120.03,0.314,0.434,0.314,0.434
26/07/2022,114.81,67075060,115.79,118.15,114.53,0.321,0.421,0.321,0.421
27/07/2022,120.97,61582020,117.31,121.9,117.16,0.522,0.435,0.522,0.435
28/07/2022,122.28,82245540,121.57,122.84,118.08,0.493,0.435,0.493,0.435
29/07/2022,134.95,148892900,134.9,137.65,132.41,0.539,0.455,0.539,0.455
01/08/2022,135.39,76846910,134.96,138.83,133.51,0.428,0.402,0.428,0.402
02/08/2022,134.16,61922430,134.72,137.44,134.09,0.496,0.427,0.496,0.427
03/08/2022,139.52,71827780,136.21,140.49,136.05,0.608,0.439,0.608,0.439
04/08/2022,142.57,70585020,140.58,143.56,139.55,0.56,0.449,0.56,0.449
05/08/2022,140.8,50686870,140.1,142.86,139.6,0.483,0.441,0.483,0.441
08/08/2022,139.41,52303480,142.05,143.57,140.09,0.347,0.528,0.347,0.528
09/08/2022,137.83,40434720,138.05,138.95,136.21,0.527,0.533,0.527,0.533
10/08/2022,142.69,54773820,142.9,144.6,141.01,0.353,0.496,0.353,0.496
11/08/2022,140.64,44867340,143.86,144.49,139.76,0.575,0.498,0.575,0.498
12/08/2022,143.55,47643480,142.05,143.57,140.09,0.595,0.514,0.595,0.514
15/08/2022,143.18,39014580,142.8,143.76,141.49,0.515,0.488,0.515,0.488
16/08/2022,144.78,59102860,143.91,146.57,142,0.545,0.491,0.545,0.491
17/08/2022,142.1,48149780,142.69,143.57,140.09,0.32,0.486,0.32,0.486
18/08/2022,142.3,37458740,141.32,142.77,140.38,0.608,0.491,0.608,0.491
19/08/2022,138.23,38365930,136.86,138.85,136.75,0.606,0.493,0.606,0.493
22/08/2022,133.22,48497700,131.62,134.07,131.15,0.616,0.527,0.616,0.527
23/08/2022,133.62,36252100,133.41,134.99,132.95,0.609,0.536,0.609,0.536
24/08/2022,133.8,38626980,132.75,133.57,131.71,0.586,0.574,0.586,0.574
25/08/2022,137.28,37496280,135.26,137.42,134.28,0.606,0.574,0.606,0.574
26/08/2022,130.75,53322660,136.55,137.83,130.5,0.458,0.553,0.458,0.553
29/08/2022,129.79,45824690,132.98,133.31,128.95,0.638,0.584,0.638,0.584
30/08/2022,128.73,49202990,131.25,132.07,126.85,0.689,0.595,0.689,0.595
31/08/2022,126.77,53648700,129.45,130.59,126.74,0.591,0.596,0.591,0.596
01/09/2022,127.82,56636150,126,128.02,123.66,0.527,0.585,0.527,0.585
02/09/2022,127.51,57429830,129.5,131.38,126.39,0.618,0.608,0.618,0.608
06/09/2022,126.11,43888590,127.92,128.62,124.74,0.524,0.626,0.524,0.626
07/09/2022,129.48,42178620,128.82,130.74,128.05,0.483,0.611,0.483,0.611
08/09/2022,129.82,43988510,127.72,130.28,127.1,0.577,0.618,0.577,0.618
09/09/2022,133.27,49422260,130.91,133.69,131.62,0.456,0.595,0.456,0.595
12/09/2022,136.45,53826860,134.1,136.49,134,0.718,0.575,0.718,0.575
13/09/2022,126.82,72694010,131.01,131.4,129.64,0.464,0.566,0.464,0.566
14/09/2022,128.55,45316770,127.36,128.84,126.33,0.498,0.568,0.498,0.568
15/09/2022,126.28,52887200,127.38,130.37,125.5,0.496,0.557,0.496,0.557
16/09/2022,123.53,115667800,122.78,123.87,120.7,0.485,0.561,0.485,0.561
19/09/2022,124.66,47279730,122.16,124.71,121.8,0.588,0.441,0.588,0.441
20/09/2022,122.19,47698430,123.35,124.4,121.14,0.631,0.465,0.631,0.465
21/09/2022,118.54,58498890,122.49,123.76,118.45,0.63,0.484,0.63,0.484
22/09/2022,117.31,55229190,117.08,118.79,116.26,0.548,0.491,0.548,0.491
23/09/2022,113.78,65126670,116,119.35,114.76,0.41,0.481,0.41,0.481
26/09/2022,115.15,62723270,113.3,117.34,115.02,0.482,0.469,0.482,0.469
27/09/2022,114.41,60094690,117.2,118.32,113.05,0.712,0.481,0.712,0.481
28/09/2022,118.01,55763750,114.38,118.7,113.8,0.73,0.495,0.73,0.495
29/09/2022,114.8,58969710,115.6,116.07,113.06,0.448,0.481,0.448,0.481
30/09/2022,113,59479590,114.08,116.92,112.84,0.628,0.512,0.628,0.512
03/10/2022,115.88,50941850,113.58,116.91,112.45,0.606,0.541,0.606,0.541
04/10/2022,121.09,62812560,119.89,123,119.79,0.538,0.516,0.538,0.516
05/10/2022,120.95,48217540,118.58,121.75,117.69,0.639,0.503,0.639,0.503
06/10/2022,120.3,42253760,120.77,121.53,119.5,0.515,0.513,0.515,0.513
07/10/2022,114.56,54677980,118,118.17,113.88,0.623,0.512,0.623,0.512
10/10/2022,113.67,42339680,115.1,116.25,112.43,0.588,0.627,0.588,0.627
11/10/2022,112.21,56432230,112.71,115.48,110.39,0.674,0.646,0.674,0.646
12/10/2022,112.9,45728660,112.49,113.83,111.4,0.608,0.642,0.608,0.642
13/10/2022,112.53,86868100,107.88,113.44,105.35,0.541,0.646,0.541,0.646
14/10/2022,106.9,67737340,114.1,114.96,106.6,0.418,0.616,0.418,0.616
17/10/2022,113.79,62781990,110.11,114.19,110.09,0.802,0.532,0.802,0.532
18/10/2022,116.36,65607450,119.06,119.52,114.79,0.469,0.503,0.469,0.503
19/10/2022,115.07,47198120,114.71,116.59,113.22,0.54,0.493,0.54,0.493
20/10/2022,115.25,48795100,113.83,118.24,113.51,0.282,0.456,0.282,0.456
21/10/2022,119.32,55660490,114.79,119.59,114.5,0.476,0.464,0.476,0.464
24/10/2022,119.82,49531520,119.98,120.39,116.57,0.536,0.474,0.536,0.474
25/10/2022,120.6,50934610,119.65,121.32,118.95,0.657,0.501,0.657,0.501
26/10/2022,115.66,69002460,116,119.35,114.76,0.523,0.499,0.523,0.499
27/10/2022,110.96,129605400,113.92,114.12,109.77,0.48,0.527,0.48,0.527
28/10/2022,103.41,223133400,97.91,103.96,97.66,0.408,0.517,0.408,0.517
31/10/2022,102.44,99251400,103.56,104.87,100.74,0.467,0.521,0.467,0.521
01/11/2022,96.79,153370000,103.99,104.58,96.06,0.453,0.492,0.453,0.492
02/11/2022,92.12,135761800,97.32,97.74,92.01,0.53,0.493,0.53,0.493
