Date,Close/Last,Volume,Open,High,Low
28/04/2025,121,2069756,121.41,122.4999,118.062
25/04/2025,121,2596726,117.886,121.09,117.83
24/04/2025,118.87,2607345,112.9,119.66,112.9
23/04/2025,112.8,3592236,113.18,118,112.12
22/04/2025,106.81,2483315,104.2,107.43,103
21/04/2025,102.11,2377448,105.66,106.44,100.25
17/04/2025,107.9,1932013,110.8,110.9,106.8
16/04/2025,109.55,4085378,109.025,113.66,107.68
15/04/2025,109.14,2015075,107.17,110.2896,106.18
14/04/2025,107.12,2540135,110,111.69,106.1
11/04/2025,106.25,3133410,105.565,107.27,102.835
10/04/2025,105.5,3855966,108.29,108.9804,102.1
09/04/2025,112.56,7228606,97.235,115.42,96.41
08/04/2025,97.45,5387235,103.59,105.265,95.79
07/04/2025,98.36,6550047,90.975,103.39,89.42
04/04/2025,97.08,6614971,101.25,102.5,94.16
03/04/2025,107.39,4932136,112.6,113.22,105.3041
02/04/2025,119.55,4236281,112.575,120.325,112.5
01/04/2025,115.66,3443103,114.165,115.73,111.34
31/03/2025,112.69,4112709,110.25,112.9016,106.1
28/03/2025,114.92,3142893,117.3,117.8427,112.4
27/03/2025,118.57,2273135,119,121.1,115.8075
26/03/2025,121.15,2563099,127.53,127.702,120.4
25/03/2025,127.5,6072380,131.79,132.41,126.06
24/03/2025,123.93,3111462,122.63,124.958,121.15
21/03/2025,119.22,4325279,116.3,119.57,115.1141
20/03/2025,117.94,2476670,117.63,120.56,116.6801
19/03/2025,117.58,2976709,115.76,119.18,113.92
18/03/2025,115.12,2447208,115.48,116.16,111.9101
17/03/2025,116.02,2793543,115.67,118.05,115.29
14/03/2025,116.15,3266854,115.39,117.79,114.5
13/03/2025,113.7,4525133,115.49,116.6,111.02
12/03/2025,119.4,6783538,124.97,126,116
11/03/2025,120.07,5899670,116.585,123.36,116.51
10/03/2025,116.61,6514767,122.925,122.925,113.83
07/03/2025,126.75,5757304,129.93,132.36,121.025
06/03/2025,131.02,4493176,140.14,141.8999,129.72
05/03/2025,143.75,2629079,140.06,143.965,137.2401
04/03/2025,140.93,5066419,135.25,144.28,132.81
03/03/2025,142.91,4735075,145.95,149.1599,141.72
28/02/2025,145.3,4614383,140,145.71,137.94
27/02/2025,140.72,2901851,148,150.69,140.65
26/02/2025,144.92,2993767,145.27,146.88,144.05
25/02/2025,143.14,3851243,146.7,147.6,140.22
24/02/2025,148,4364360,151.22,151.62,144.38
21/02/2025,151.96,3654517,156.82,158.0575,150.4
20/02/2025,156.38,5716450,158.25,158.26,151.8401
19/02/2025,160.59,5541711,166.31,167.6916,159.89
18/02/2025,168.81,5179398,166.445,170.3763,164.33
14/02/2025,171.16,3558538,175.5,177.3677,170.92
13/02/2025,176.5,2796800,173.92,176.51,171.76
12/02/2025,172.83,3207450,171.69,173.2499,169.17
11/02/2025,172.55,4238210,170,174.9,168.5
10/02/2025,172.49,6849229,167.5,176.725,164.53
07/02/2025,166.66,15077970,153.5,171.38,152.33
06/02/2025,141.52,6808681,142.94,144,140.53
05/02/2025,144.29,3480744,139.78,144.3,139.04
04/02/2025,140.14,3021574,139.52,141.67,137.9938
03/02/2025,136.84,4292125,133,138.62,130.095
31/01/2025,138.4,3241317,138.73,142.4099,138.13
30/01/2025,137.26,2962683,137.25,139.5967,135.8301
29/01/2025,136.44,4315440,137.84,138.11,134.2376
28/01/2025,139.98,7638268,128.83,140.25,125.6713
27/01/2025,126.47,3994188,121.75,130.645,121.5
24/01/2025,125.12,2109662,125,125.71,123.28
23/01/2025,123.93,2602895,122.99,124.64,122
22/01/2025,123.09,2523925,120.705,123.13,119.8701
21/01/2025,119.85,2700715,119.26,120.45,117.9401
17/01/2025,117.16,3544084,119.42,121.02,116.775
16/01/2025,114.82,2058846,115.42,116.47,114.11
15/01/2025,114.48,2293411,113.56,115.52,113.14
14/01/2025,112,1928097,112.46,113.9,111.32
13/01/2025,110.71,2125908,110.035,111.16,108.585
10/01/2025,112.62,2291956,111.13,113.25,109.501
08/01/2025,115.7,3029974,112.43,115.9,111.485
07/01/2025,113.67,3627956,116.64,118.13,112.95
06/01/2025,113.99,2424488,116.365,117.08,112.5152
03/01/2025,114.73,3159425,113.4,114.8,112.06
02/01/2025,112.54,3973206,114.5,114.75,110.68
31/12/2024,107.68,1292331,109,109.04,106.986
30/12/2024,109.03,1449166,108.67,109.4,107.49
27/12/2024,110.61,1496777,111.945,112.36,108.2103
26/12/2024,112.61,787390,112.11,113.54,111.55
24/12/2024,112.58,526538,111.75,113.0999,111.7027
23/12/2024,111.58,1636177,112.16,113.27,110.53
20/12/2024,112.69,5114639,108,113.5,107.07
19/12/2024,108.58,3152479,110.37,111.13,107
18/12/2024,109.1,3932081,117.58,117.58,108.47
17/12/2024,117.56,3870358,118.23,119.42,116.0101
16/12/2024,114.65,2197603,113.9,115.43,112.17
13/12/2024,113.6,1927877,114.8,115.29,112.61
12/12/2024,114.89,1633001,112.4,115.12,111.33
11/12/2024,114.51,2604148,112.395,115.84,112
10/12/2024,111.2,2703251,112.8,113.87,109.73
09/12/2024,113.87,3199076,112.96,114.695,111.28
06/12/2024,112.96,2745298,111.28,113.7,110.35
05/12/2024,110.46,3254351,109.41,112.8399,108.61
04/12/2024,110.72,4434108,107,110.85,106.94
03/12/2024,104.91,1699445,103.37,105.8894,103.21
02/12/2024,105.05,4588367,106.03,108.617,104.61
29/11/2024,99.83,1042359,99.56,101.14,98.89
27/11/2024,99.37,2340028,101.88,101.88,98.58
26/11/2024,102.23,2365134,104,105,101.67
25/11/2024,103.73,2816456,106.75,106.75,103.0789
22/11/2024,104.23,3113436,104,105.94,102.87
21/11/2024,104.24,5690514,99.76,104.49,99.33
20/11/2024,96.47,2368326,96.56,96.96,93.16
19/11/2024,96.37,3554768,91.465,96.56,91.42
18/11/2024,92.29,3140578,89.975,92.9,89.55
15/11/2024,89.77,3373466,90.43,91.13,87.77
14/11/2024,91.93,2646421,94.46,95.45,91.06
13/11/2024,94.16,5786326,91.42,99.17,91.25
12/11/2024,90.91,2521198,92.89,93.9999,89.45
11/11/2024,93.23,5152278,91.25,95.36,90.8
08/11/2024,91.25,7777228,88.45,92.2,87.24
07/11/2024,95.66,7095186,94.89,97.5325,94.1101
06/11/2024,92.51,2938401,90.25,92.62,89.815
05/11/2024,87.71,1920435,86.92,88.15,86.425
04/11/2024,86.49,2016905,87,87.76,85.6
01/11/2024,87.55,1964077,88.61,88.7,86.2569
31/10/2024,87.71,2111326,88.29,88.7299,87.1
30/10/2024,89.85,2402415,89.5,91.31,89.357
29/10/2024,89.52,1441512,88.44,89.63,87.33
28/10/2024,87.94,1396734,89.38,90.08,87.78
25/10/2024,88.76,1437283,89.82,90.65,88.47
24/10/2024,89.57,1768520,88.2,90.11,88
23/10/2024,87.64,2051098,88.14,88.8,86.9
22/10/2024,88.46,1985082,90.04,90.3799,87.8
21/10/2024,90.74,1479914,90.16,92.79,90.0053
18/10/2024,90.8,1628841,90.52,91.49,90.11
17/10/2024,90.4,1458586,92.05,92.16,90.17
16/10/2024,91.34,2087536,93.65,93.96,91.13
15/10/2024,93.8,2497017,94,94.9,92.57
14/10/2024,93.75,2795002,94.9,96.3,92.34
11/10/2024,93.47,3841353,92.94,94.31,92.1
10/10/2024,92.46,8239476,84.58,93.69,84.4801
09/10/2024,84.95,1841405,81.94,84.95,81.63
08/10/2024,81.76,1182709,79.48,81.84,79.16
07/10/2024,80.49,1655671,83.15,83.25,80.47
04/10/2024,83.43,2515147,80,83.46,79.5
03/10/2024,79.43,1531199,78.76,79.87,78.1
02/10/2024,79.34,2505464,78.87,79.8,77.8
01/10/2024,78.11,2199074,80.05,80.3,78.01
30/09/2024,80.89,2196132,80.85,81.7708,79.39
27/09/2024,81.59,1462681,82.2,82.69,81.2401
26/09/2024,82.36,3099596,84.81,84.81,81.18
25/09/2024,83.41,2325418,85.31,85.34,83.4
24/09/2024,85.5,1906825,86.1,86.4547,83.76
23/09/2024,85.61,3228792,82.67,86.12,82.5
20/09/2024,82.45,3090071,82.95,83.34,81.4198
19/09/2024,82.83,3410876,80.09,82.9,79.2
18/09/2024,78.09,1582150,79.34,79.69,77.6
17/09/2024,79.11,2119380,80.8,80.8,77.81
16/09/2024,79.93,1698406,78.15,80.3099,77.87
13/09/2024,78.59,1339767,79.05,80.26,77.91
12/09/2024,78.86,1361390,78.89,79.84,77.7727
11/09/2024,78.56,2335375,76.49,78.7,75.22
10/09/2024,76.81,1603392,76.65,77.21,74.88
09/09/2024,76.24,1291772,77.01,77.71,76.09
06/09/2024,76.05,1927634,78.64,79.21,75.71
05/09/2024,78.4,1236046,77.27,79.38,77.15
04/09/2024,78.03,1690440,77,79.64,76.5
03/09/2024,78.11,2240226,81.6,81.76,77.19
30/08/2024,82.14,2420858,82.1,83.69,81.66
29/08/2024,81.28,1454487,80.44,82.59,80.33
28/08/2024,79.85,1105617,80.55,81.0999,79.11
27/08/2024,81.26,1378558,80.65,82.7,80.21
26/08/2024,81.64,1254749,83,84.18,81.53
23/08/2024,82.39,1333278,81.18,82.7,80.675
22/08/2024,80.63,1567809,82.12,82.55,80.61
21/08/2024,82.37,1419903,82.33,82.515,81.09
20/08/2024,82.33,1189586,84.3,84.9199,82.23
19/08/2024,84.07,2054638,82.55,84.31,81.81
16/08/2024,82.38,1547525,81.28,82.84,80.8
15/08/2024,82.16,1654902,82.36,83.45,81.25
14/08/2024,81.46,1518489,82.3,83.36,80.7
13/08/2024,81.75,2143267,77.14,81.77,77.14
12/08/2024,76.63,1429574,78,79,76.5
09/08/2024,77.71,1914730,77.51,78.9,76.87
08/08/2024,76.82,1762439,77.45,77.47,75.13
07/08/2024,76.37,2442776,78.75,79.98,76.18
06/08/2024,76.24,2462058,78.67,78.67,76.18
05/08/2024,77.7,5549533,69.26,80.15,69.26
02/08/2024,79.46,10348640,79.5,80.73,75.31
01/08/2024,74.4,5095901,77.17,78.8,73.9
31/07/2024,77.5,2308737,77.805,78.34,76.52
30/07/2024,76.03,2103448,77.23,78.5,75.55
29/07/2024,77.37,1841151,78.61,78.9699,77.16
26/07/2024,78.06,1931743,79.09,79.225,77.22
25/07/2024,78.04,2449140,75.82,79.59,74.785
24/07/2024,76,3020747,79.5,80.25,75.59
23/07/2024,80.97,3313615,81.12,83.42,79.21
22/07/2024,78.66,1718439,79.37,79.59,77.72
19/07/2024,78.66,2336597,78.79,79.67,78.19
18/07/2024,78.52,3148752,81.01,81.21,77.68
17/07/2024,80.58,3124991,82.3,82.66,79.28
16/07/2024,83.95,2009215,83.78,84.69,82.72
15/07/2024,83.43,2415059,82.57,84.66,81.635
12/07/2024,82.21,1399643,81.69,82.99,81.2601
11/07/2024,82.02,1917711,83.86,84.5,81.87
10/07/2024,82.37,2700764,82.9,82.9,79.9
09/07/2024,82.58,3136043,84.88,85.205,81.94
08/07/2024,84.88,2803111,86.26,86.865,84.53
05/07/2024,86.96,2077069,84.69,87.18,84.55
03/07/2024,84.53,1629124,85.38,85.61,84.53
02/07/2024,85.05,2222879,83.88,85.18,83.5
01/07/2024,83.95,1983036,82.65,84.13,81.19
28/06/2024,82.83,3732275,82.01,84.22,81.8
27/06/2024,81.79,2781080,79.25,82.362,79.05
26/06/2024,79.28,1976573,80.5,81.1,79.27
25/06/2024,80.66,4186202,80.58,80.84,78.92
24/06/2024,78.6,3392368,77.43,78.94,77.1
21/06/2024,77.94,6598149,76.96,78.21,75.82
20/06/2024,78.45,4150238,80,80.0975,77.47
18/06/2024,79.08,3802938,77.37,79.89,77.03
17/06/2024,77.68,3829751,77.03,77.94,75.02
14/06/2024,75.59,2535988,73.66,75.82,73.61
13/06/2024,73.51,2933228,76.04,76.56,73.5
12/06/2024,75.42,4114561,74.26,75.885,73.64
11/06/2024,72.63,2936991,71.67,72.98,70.88
10/06/2024,71.72,2734048,70.53,72.145,70.37
07/06/2024,70.73,2312724,70.65,71.3,70.19
06/06/2024,71.25,2431803,69.82,71.53,69.82
05/06/2024,69.85,4689752,69.02,69.88,68.16
04/06/2024,68.02,3440378,67.11,68.62,67.01
03/06/2024,67.43,3072402,68.56,68.77,66.24
31/05/2024,67.69,4932388,68.49,68.8547,66.38
30/05/2024,67.98,8853999,74.25,74.49,67.1
29/05/2024,75.2,3148674,72.955,75.9,72.54
28/05/2024,73.87,2368998,74.45,74.7,73.18
24/05/2024,74.19,1745322,73.53,74.2945,72.7407
23/05/2024,73.62,2302625,76.04,76.3499,73.47
22/05/2024,74.98,2064706,74.45,75.7,73.55
21/05/2024,74.38,1676563,74.63,75.25,73.9
20/05/2024,75.62,1948335,75.56,75.62,74.12
17/05/2024,75.23,2556851,74.98,76.25,74.61
16/05/2024,75.14,3041446,74.25,76.165,73.47
15/05/2024,74.25,2733431,74.53,74.82,73.97
14/05/2024,73.35,1917424,73.61,74.3191,72.94
13/05/2024,73.57,2310145,72.24,73.65,71.93
10/05/2024,71.92,2949349,73.68,73.78,71.77
09/05/2024,73.34,2502101,72.53,74.29,72.4
08/05/2024,72.45,3166947,73.34,73.75,72.08
07/05/2024,74.13,4123673,74.74,75.09,73.01
06/05/2024,74.3,6581403,74.7,75.9,73.84
03/05/2024,74.4,18650550,78.23,78.92,72.68
02/05/2024,88.97,7833722,89.43,89.5,85.32
01/05/2024,88.04,2806117,88.12,90.82,86.51
30/04/2024,87.4,4184284,89.26,91.59,87.32
29/04/2024,89.65,3445991,88.9,91.02,88.5
26/04/2024,88.01,1763933,88.03,89.4228,86.89
25/04/2024,86.76,1888730,85.01,87.5465,84.52
24/04/2024,87.68,2001546,89.49,89.9,87.17
23/04/2024,87.88,2428978,86,88.88,85.01
22/04/2024,84.69,2653529,84.83,85.48,82.83
19/04/2024,84.1,4161661,86.28,86.7,83.14
18/04/2024,86.71,2511448,87.73,88.35,86.0275
17/04/2024,88,2866291,90.57,90.93,87.3458
16/04/2024,91.04,3169264,89.92,91.21,88.0701
15/04/2024,90.34,2834397,93.18,94.0936,90.0401
12/04/2024,93.76,2503892,94.94,95.29,92.62
11/04/2024,96.08,1663146,96,96.33,94.0331
10/04/2024,94.83,2437266,93.37,95.9,93.2753
09/04/2024,97,2055698,96,97.3689,94.755
08/04/2024,95.33,1745642,96.6,96.765,94.2663
05/04/2024,96.16,2739682,94,97.3,92.94
04/04/2024,93.25,2637908,95,97.13,93.2
03/04/2024,94.67,1963708,94,95.85,93.57
02/04/2024,94.97,2707187,92.91,95.485,91.2651
01/04/2024,95.66,1950900,97.16,97.89,94.94
28/03/2024,96.83,1699389,96.1,97.6699,96.1
27/03/2024,96.55,2899252,99.53,100.77,95.06
26/03/2024,99.07,3694203,97.26,100.28,97
25/03/2024,96.08,1374235,95.79,97,95.3564
22/03/2024,96.57,1548735,96.1,96.8,94.7701
21/03/2024,96.41,3027999,100,100.9,96.32
20/03/2024,97.98,2641437,95.31,98.42,94.67
19/03/2024,95.17,2230152,93.18,95.54,91.85
18/03/2024,94.64,3506080,92.96,95.7417,92.09
15/03/2024,91.6,4053054,93.15,93.68,90.8
14/03/2024,94.21,3101600,96.05,96.86,92.67
13/03/2024,95.9,2280706,96.33,98.05,95.6
12/03/2024,96.75,2863058,97.47,98.3899,95.38
11/03/2024,97.06,2620789,96.76,98.3987,95.21
08/03/2024,97.99,4665855,101.22,104.02,97.27
07/03/2024,100.75,3937668,98.42,101.98,97.66
06/03/2024,97.49,2641358,98.73,99.36,95.765
05/03/2024,95.97,4958300,99.06,99.22,93.82
04/03/2024,100.88,4152423,99.9,101.23,97.48
01/03/2024,99.92,3830280,98.28,101.85,97.11
29/02/2024,98.54,5103371,97.67,99.57,96.72
28/02/2024,97.48,2525493,97.3,98.18,95.74
27/02/2024,98.25,3366881,100.55,102.3,97.9
26/02/2024,99.08,2866074,98.71,100.3,97.8274
23/02/2024,98.45,2945929,100,101.66,97.14
22/02/2024,99.47,4066633,99.46,99.93,97.4
21/02/2024,95.09,4044330,93.89,95.98,93.4
20/02/2024,97.99,4310162,98,98.3,94.06
16/02/2024,98.52,4569058,101.32,101.8,97.719
15/02/2024,101.22,4765133,104.5,104.5,99.43
14/02/2024,104.37,4785410,101.87,104.5,99.42
13/02/2024,99.88,6886067,99.91,102.83,97.63
12/02/2024,105.62,10882810,106.795,109.8299,104.19
09/02/2024,107.92,33191910,110.1,116,105.01
08/02/2024,90.31,18061190,83.75,91.08,82.9
07/02/2024,83.35,4515359,81.98,83.93,80.015
06/02/2024,81.59,3055237,80.86,82.24,79.59
05/02/2024,80.82,2972714,81.77,82.19,79.11
02/02/2024,82.65,4113527,79.54,83.39,78.14
01/02/2024,79.59,2833866,79.92,80.75,78.145
31/01/2024,79.05,3898981,81.62,82.61,79.05
30/01/2024,82.96,2392370,84.24,84.55,82.27
29/01/2024,84.3,2806592,80.22,84.32,80.16
26/01/2024,80.18,2286911,81.24,82.5,79.8
25/01/2024,81.86,2042873,83.03,83.6064,81.26
24/01/2024,82.33,2453185,85.37,86.24,82.3
23/01/2024,83.93,2187780,84.97,85.64,83.35
22/01/2024,84.68,4441646,83.88,87.17,83.54
19/01/2024,81.35,3242564,78.62,81.37,77.91
18/01/2024,77.96,2484098,78.76,79.6825,76.63
17/01/2024,77.07,3572588,77.4,77.4,74.37
16/01/2024,78.45,2790912,78.46,79.53,77.09
12/01/2024,79.37,1743342,81,81.59,79.12
11/01/2024,80.82,3256779,80.81,81.8821,78.12
10/01/2024,80.97,4138559,82.55,83,80.36
09/01/2024,81.63,2694703,78.95,81.65,78.65
08/01/2024,79.64,2771043,76.98,79.77,76.67
05/01/2024,76.28,2348025,76.3,77.64,76.15
04/01/2024,76.83,2528946,76,77.84,75.65
03/01/2024,76.39,3123780,77.24,78.32,75.81
02/01/2024,79.35,3677101,81.43,81.72,78.39
29/12/2023,83.26,1978099,84.18,84.79,82.75
28/12/2023,84.68,1646222,85.7,85.7699,84.37
27/12/2023,85.55,1759014,86.23,86.91,84.93
26/12/2023,85.76,1557352,84.5,85.95,84.33
22/12/2023,84.32,1553581,85,85.31,83.54
21/12/2023,84.85,2280781,84.62,85.1165,83.36
20/12/2023,82.83,2716220,85.14,86.17,82.67
19/12/2023,85.51,2332197,85.39,86.905,85.045
18/12/2023,84.7,2309599,84.81,85.6,83.92
15/12/2023,85.05,5478677,84.8,85.48,83.36
14/12/2023,84.66,6581310,82.68,84.89,81.81
13/12/2023,80.38,4577211,78.6,81.45,77.52
12/12/2023,78.19,1826147,77.32,78.625,76.5
11/12/2023,77.82,1974073,77.1,78.96,76.89
08/12/2023,77.52,2600933,75.98,78.34,75.78
07/12/2023,76.8,2676118,76.69,77.2999,75.7295
06/12/2023,76.66,2813091,78.19,80.0313,76.61
05/12/2023,77.95,3334168,79.1,79.2699,76.915
04/12/2023,79.82,3998036,78.5,80.17,78.06
01/12/2023,78.78,3588757,77.44,78.878,75.79
30/11/2023,77.15,4757206,79.06,79.61,76.59
29/11/2023,78.31,5285358,76,79.08,75.2
28/11/2023,74.54,3043528,73.21,75.08,72.83
27/11/2023,73.95,3572388,73,75.55,72.695
24/11/2023,73.4,867354,73.43,73.84,72.41
22/11/2023,73.68,2122964,74.84,75.04,73.13
21/11/2023,73.85,3780807,73.33,75.677,72.9
20/11/2023,72.81,2651522,72.51,73.8714,72.32
17/11/2023,72.69,3263166,70.49,73.15,69.82
16/11/2023,70.7,3364721,69.5,70.96,68.95
15/11/2023,70.81,4561345,70.59,72.69,70.14
14/11/2023,70.61,8227998,66.04,70.95,66.04
13/11/2023,63.89,3270665,62.86,64.25,62.39
10/11/2023,63.08,3084437,61.81,63.32,61.34
09/11/2023,62.18,3943140,65.1,65.4,62.02
08/11/2023,64.58,2697104,65.68,66.16,63.88
07/11/2023,66,6153924,64.03,66.24,63.41
06/11/2023,63.11,5751715,64.3,64.5,61.4
03/11/2023,64.42,12899960,57.47,64.575,57.36
02/11/2023,56.58,9743463,57.47,58.08,55.4
01/11/2023,54.95,3912648,56.7,56.715,53.8814
31/10/2023,56.69,2371069,56.01,57.289,55.26
30/10/2023,55.88,2434359,56.42,56.91,55.145
27/10/2023,55.35,2813062,56.33,56.92,54.9227
26/10/2023,55.53,3191591,56.55,57.105,54.61
25/10/2023,56.49,3699951,58.57,59.04,56.41
24/10/2023,59.63,3171135,59.69,61.27,58.79
23/10/2023,58.7,3758886,58.5,59.74,57.3
20/10/2023,59.38,4137336,62.06,62.62,58.8062
19/10/2023,62.79,2291344,62.75,63.96,61.99
18/10/2023,62.43,2288371,64.2,64.65,62.24
17/10/2023,64.63,3657942,62,65.85,62
16/10/2023,63.51,3370280,61.9,64.5304,61.48
13/10/2023,61.16,2540170,62.4,63.5,60.645
12/10/2023,62.62,3076244,65.315,65.35,62.33
11/10/2023,65.29,2501555,66.26,66.85,64.801
10/10/2023,65.56,3758620,63.695,66.145,63.56
09/10/2023,63.69,3571225,61.01,64.81,61.01
06/10/2023,62.55,4704836,57.4,62.69,57.34
05/10/2023,58.17,3492855,59,59.27,56.71
04/10/2023,59.25,3127352,59.15,59.89,58.12
03/10/2023,58.4,4170642,61.55,61.77,57.9
02/10/2023,62.51,3226062,62.91,63.78,61.55
29/09/2023,63.04,4151072,63.94,65.58,62.76
28/09/2023,63.09,6193916,59.81,63.83,59.2577
27/09/2023,60.54,8232025,60.25,61.27,58.56
26/09/2023,56.68,2666696,56.86,57.69,56.43
25/09/2023,57.75,2010672,57.3,58.29,56.67
22/09/2023,57.76,3895168,57.445,58.19,56.53
21/09/2023,56.55,5199183,58.42,58.81,56.0825
20/09/2023,60.01,2886052,60.23,61.15,59.41
19/09/2023,60.17,3434106,61.17,61.32,59.7051
18/09/2023,61.72,3383155,61.76,62.73,61.01
15/09/2023,62.76,5906906,65,65.18,61.5338
14/09/2023,65.58,2230844,65.1,65.77,63.96
13/09/2023,64.46,2404555,64.32,65.26,63.5312
12/09/2023,64.83,2309926,64.27,65.95,64.22
11/09/2023,65.46,2106891,63.79,65.75,63.55
08/09/2023,62.68,1909036,63.4,64.11,62.3056
07/09/2023,63.53,2687348,60.77,64.01,60.7457
06/09/2023,63.99,2795878,64.56,65.395,63.04
05/09/2023,65.31,2686036,63.4,65.38,63.03
01/09/2023,63.99,2708199,65.86,66.9208,63.59
31/08/2023,65.03,2491934,65,66.11,64.88
30/08/2023,64.41,2148903,63.43,64.53,62.57
29/08/2023,63.23,1885874,61.71,64.08,61.08
28/08/2023,61.83,1480847,62.88,63.45,61.71
25/08/2023,62.2,2621185,59.02,62.47,59.02
24/08/2023,59.9,3779511,64.67,64.97,59.11
23/08/2023,63.11,5701692,59.52,65,59.03
22/08/2023,59.8,2272803,59.14,60.3938,58.42
21/08/2023,58.57,2355091,59.42,60.4199,58.55
18/08/2023,58.98,2931044,57,59.23,56.3606
17/08/2023,58.31,5154317,60.31,60.57,57.84
16/08/2023,60.85,2213441,62.91,62.95,60.8
15/08/2023,62.11,2842722,64.82,65.469,62.08
14/08/2023,65.64,3176781,62.86,65.73,62.7
11/08/2023,63.61,2512264,62.9,64,62.65
10/08/2023,63.29,3075930,64.38,65.62,62.58
09/08/2023,63.59,3316003,66.86,67.2,63.43
08/08/2023,66.59,5664597,64.485,67.05,63.57
07/08/2023,67.79,5751692,67.3,68.23,64.935
04/08/2023,69.52,14776410,71.83,75.1244,68.1
03/08/2023,65.04,5177237,63.59,65.5552,63.51
02/08/2023,64.11,5131093,66.82,66.82,62.72
01/08/2023,68.63,2742016,67.7,68.72,66.64
31/07/2023,68.77,2971223,67.88,70.13,67.805
28/07/2023,66.93,2399125,66,67.86,65.2168
27/07/2023,64.76,2821982,67.66,68.05,64.27
26/07/2023,65.74,2667864,65.88,67.345,64.24
25/07/2023,67.09,3106010,65.63,68.33,65.6
24/07/2023,65.39,3733279,67.5,67.5,64.63
21/07/2023,66.57,2726356,68.45,69.35,66.5
20/07/2023,67.27,4943206,71.68,72.1417,66.86
19/07/2023,72.7,4741197,73.91,76.07,72.21
18/07/2023,72.93,5116961,72.85,73.86,70.18
17/07/2023,71.18,5521527,66.665,72.13,66.02
14/07/2023,66.54,4937257,68,70.26,65.72
13/07/2023,67.62,4399779,65.54,67.99,65.19
12/07/2023,64.23,7360068,69.47,69.61,63.51
11/07/2023,67.94,3531970,66.1,68.44,64.93
10/07/2023,65.48,4226516,61.6,65.52,60.56
07/07/2023,62.36,2573850,63.71,64.4099,62.24
06/07/2023,63.15,3494482,63.3,63.4,61.66
05/07/2023,65.08,2673596,65.39,65.8558,63.9
03/07/2023,65.82,1323937,65.48,66.37,64.75
30/06/2023,65.37,2756064,65.32,66.52,64.52
29/06/2023,64.08,2687196,66.12,66.78,63.59
28/06/2023,66.48,4324768,63.71,67.36,63.495
27/06/2023,63.93,2425190,63.77,64.665,62.22
26/06/2023,63.19,1942918,63,65.39,62.784
23/06/2023,63.41,3951589,62.56,64.39,62.54
22/06/2023,65,2797801,62.885,65.55,62.56
21/06/2023,63.99,3701347,67,67.2,63.137
20/06/2023,67.18,2800261,66.9,68.79,66.0516
