Date,Open,High,Low,Close/Last,Volume
10/08/2023,70.76,72.34,70.75,72.08,1010667
11/08/2023,71.49,72.6875,71.19,71.4,866752
14/08/2023,74.61,74.66,71,72.26,3132219
15/08/2023,71.61,73.06,71.5,72.26,1378801
16/08/2023,71.86,73.16,71.55,72.37,1423567
17/08/2023,72.34,72.34,70.275,70.71,1616106
18/08/2023,69.22,72.05,68.79,71.725,1596427
21/08/2023,71.88,73.52,71.82,72.94,1621296
22/08/2023,72.96,73,70.93,71.38,1361083
23/08/2023,71.72,73.61,71.23,73.51,1234576
24/08/2023,74,74.1631,71.37,71.37,1300269
25/08/2023,71.28,72.4,70.17,72.23,1472760
28/08/2023,71.99,72.9,71.41,72.12,1762303
29/08/2023,71.9,73.15,71.09,71.86,2206295
30/08/2023,71.94,73.79,71.775,73.57,4698007
31/08/2023,78.61,86.5,78.23,83.51,12111300
01/09/2023,84.46,86.66,84.3601,86.16,4481112
05/09/2023,85.28,88.8255,85.27,87.17,4684316
06/09/2023,86.51,88.15,86.245,87.5,3512844
07/09/2023,86.53,88.8,86.23,87.68,2509223
08/09/2023,87.6,88.3199,86.542,87.38,1655902
11/09/2023,87.52,90.7296,87.52,90.08,2528941
12/09/2023,89.17,90.425,87.59,87.59,2327631
13/09/2023,87.38,88.47,87.09,87.44,1854891
14/09/2023,87.48,87.5891,83.16,86.03,4305988
15/09/2023,85.4,86.37,83.7,84.31,4511701
18/09/2023,83.28,83.8,82.15,83.16,2347890
19/09/2023,82.57,83.6,81.8,82.04,1892203
20/09/2023,82.04,84.56,81.45,83.53,1608884
21/09/2023,82.5,83.935,81.09,81.13,2130925
22/09/2023,82.41,82.62,80.55,80.68,1204210
25/09/2023,80.43,80.605,79.8,80.19,1208078
26/09/2023,79.63,80.6,79.12,79.63,1220579
27/09/2023,79.77,81.48,79.52,80.7,1210686
28/09/2023,79.68,81.63,79.345,81.46,1573833
29/09/2023,82.37,83.89,80.91,81.51,2279465
02/10/2023,82.36,83.62,79.81,80.72,3208809
03/10/2023,79.52,81.49,78.36,78.84,1890188
04/10/2023,78.96,79.7,77.44,78.01,1819654
05/10/2023,78.04,78.3199,76.415,76.98,1778256
06/10/2023,75.53,80.635,75.47,80.42,2914059
09/10/2023,79.67,85.65,79.67,83.5,3667535
10/10/2023,83.5,85.9,82.79,85.02,2157245
11/10/2023,85.48,88,85.32,87.97,3208886
12/10/2023,87.84,88.06,84.225,84.6,2786925
13/10/2023,85.03,85.76,82.76,83.08,1394643
16/10/2023,83.1,87.13,82.81,86.51,1787992
17/10/2023,85.198,88.53,85.01,86.17,2023785
18/10/2023,85.07,87.34,85,85.395,1282146
19/10/2023,86.7,87.18,85.01,85.46,1423610
20/10/2023,85.29,85.294,73.55,75.57,11018550
23/10/2023,69.3,70.75,67.8,69.42,11192090
24/10/2023,69.81,72.88,69.605,71.91,4576995
25/10/2023,71.52,71.95,66.53,67.42,3970393
26/10/2023,67.89,69.42,67.25,67.7,2368206
27/10/2023,68.2,68.7255,66.74,67.08,1630119
30/10/2023,67.49,67.72,65.26,65.76,1963006
31/10/2023,66.07,67.95,65.41,67.41,1636347
01/11/2023,67.78,68.87,67.23,68.73,1612857
02/11/2023,69.91,70.9502,65.04,67.99,3697528
03/11/2023,69,70.82,68.15,69.88,2111340
06/11/2023,70,70.12,67.2,67.76,2120401
07/11/2023,68.98,69.7,67.44,68.45,1785407
08/11/2023,68.32,68.66,67.04,67.45,2236469
09/11/2023,67.49,68.84,66.01,66.3,2423857
10/11/2023,66.51,67.99,65.9775,67.77,1441689
13/11/2023,67.25,69.11,66.99,68.23,1605417
14/11/2023,70.25,71.54,70.05,70.18,1896359
15/11/2023,70.7,72.53,70.25,70.41,1550295
16/11/2023,69.61,70.98,69.29,69.62,1405657
17/11/2023,69.49,70.46,68.9155,70.22,1035147
20/11/2023,70.09,72.22,70.09,72.06,1538420
21/11/2023,71.53,72.34,69.96,71.02,1732153
22/11/2023,70.855,73.07,70.36,71.93,1904898
24/11/2023,71.91,73.25,71.5,73.25,1149714
27/11/2023,72.31,72.7,70.28,70.28,3988126
28/11/2023,70.03,73.29,69.905,72.61,3867733
29/11/2023,70.52,72.14,67.39,70.77,10401610
30/11/2023,69.3,70.79,66.69,67.05,6770422
01/12/2023,67.225,73.78,67.13,73.63,5210360
04/12/2023,72.9,74.25,71.81,72.5,3207645
05/12/2023,71.82,72.75,71.15,72.69,1833094
06/12/2023,72.85,74.8,71.76,73.98,2561917
07/12/2023,73.98,73.98,71.32,72,3032578
08/12/2023,71.89,73.5,71.58,72.01,2784358
11/12/2023,72,74.0675,71.61,73.535,1466349
12/12/2023,73.37,77.44,73,76.99,3412356
13/12/2023,77.05,78.98,76.06,78.64,2998033
14/12/2023,80,82.99,78.58,81.06,4964312
15/12/2023,81.58,83.53,81.12,83.17,6175163
18/12/2023,82.88,84.58,82.06,84.35,3602433
19/12/2023,84.48,86.88,84.26,86.68,2632611
20/12/2023,86.37,87.6,84.96,85.27,2080162
21/12/2023,85.65,89.15,85.59,89.04,3018495
22/12/2023,89.04,89.8,88.15,89.36,1843238
26/12/2023,89.65,92.22,89.07,91.72,2321468
27/12/2023,91.67,92.38,90.59,90.6,2198605
28/12/2023,90.5,91.73,89.8,91.33,1333880
29/12/2023,90.78,91.605,89.98,90.53,1226057
02/01/2024,89,89.3125,86.25,87,2551558
03/01/2024,85.68,86.8878,83.72,83.87,1916428
04/01/2024,83.11,84.32,82.62,83.37,1417218
05/01/2024,81.9,83.6715,81.81,82.46,1638841
08/01/2024,82.32,83.87,82.12,83.86,1354581
09/01/2024,83.17,85.5599,83.17,83.99,1970072
10/01/2024,84.5,84.53,82.41,83.95,1621954
11/01/2024,83.89,84.9787,82.49,83.78,1491607
12/01/2024,83.91,85.19,83.67,83.79,1184305
16/01/2024,82.83,83.32,82.24,82.66,1246435
17/01/2024,81.67,82.5,79.61,81.85,1434164
18/01/2024,82.46,83,80.69,81.22,1266847
19/01/2024,81.85,82.1,80.53,81.28,1827045
22/01/2024,83.33,86.07,82.9501,84.55,3135829
23/01/2024,85.4,86.31,84.3142,86.21,1934404
24/01/2024,87.27,88.04,85.0059,85.06,1506088
25/01/2024,86,86,83.94,84.51,944940
26/01/2024,84.05,85.6,83.87,84.77,941401
29/01/2024,84.91,87.2,84.72,87.16,1363507
30/01/2024,86.8,87.06,84.9403,85.38,1057628
31/01/2024,84.96,85.39,82.64,82.65,1249564
01/02/2024,83.84,85.51,82.96,84.9,1775716
02/02/2024,83.6,84.27,81.7,82.78,1806447
05/02/2024,81.72,82.545,80.61,82.14,1172356
06/02/2024,82.37,82.96,80.3914,81.86,1004204
07/02/2024,82.25,83.727,82.12,83.56,1671125
08/02/2024,83.34,85.5,82.705,84.68,1154016
09/02/2024,86,88.99,85.63,87.85,1823512
12/02/2024,87.7,88.51,85.64,85.93,1189562
13/02/2024,82.21,85.46,80.6061,83.4,2125363
14/02/2024,84.31,88.5,83.53,87.6,2717158
15/02/2024,89.36,89.48,87.0001,89.44,2312372
16/02/2024,90.23,90.95,87.885,88.86,1827309
20/02/2024,86.95,86.99,82.135,83.66,2863079
21/02/2024,80.75,82.54,79.35,81.18,2655294
22/02/2024,83.11,83.32,81.9,82.3,1674453
23/02/2024,82.98,84.47,82.43,83.24,1465754
26/02/2024,83.52,86.94,82.535,86.32,2198303
27/02/2024,86.69,88.15,85.565,86.91,2122852
28/02/2024,86,88.64,85.3914,87.3,5748812
29/02/2024,107.42,112.08,102.77,107.3,21550860
01/03/2024,107.64,110.4,106.33,108.49,5652447
04/03/2024,109.49,110,106.56,109.26,2864081
05/03/2024,108.33,108.45,104.18,106.99,2585496
06/03/2024,109.66,111.14,106.87,108.9,2737455
07/03/2024,109.83,112.451,108.635,111.49,3501036
08/03/2024,112.5,114.5,110.145,110.3,1864633
11/03/2024,109,110,107.09,108.31,1976832
12/03/2024,108.44,108.9238,106.85,107.72,1456692
13/03/2024,107.1,110.13,106.75,109.66,1393889
14/03/2024,109.59,109.8026,105.86,107.7,1552657
15/03/2024,107,107.5899,105.45,106.1,2938916
18/03/2024,106.27,106.89,104.78,105.88,1633105
19/03/2024,104.14,105.77,103.61,105.36,1120463
20/03/2024,105.83,106.28,104.73,105.5,1317345
21/03/2024,107.07,107.3005,104.74,104.76,1070206
22/03/2024,104.61,106.51,103.65,106.13,1448550
25/03/2024,105.62,105.98,104.6,105.65,885472
26/03/2024,106.33,108.5479,104.12,104.43,1505066
27/03/2024,105.44,105.69,103.14,104.92,1412907
28/03/2024,104.8,105.95,104.25,104.62,1000199
01/04/2024,104.66,105.01,102.92,103.49,1126980
02/04/2024,102.49,102.77,100.79,102.64,1313325
03/04/2024,102.78,102.86,101.25,102.16,1028269
04/04/2024,102.21,102.65,99.36,99.42,1993500
05/04/2024,99.85,101.76,99,101.5,1255341
08/04/2024,101.2,101.69,100.15,101.01,634963
09/04/2024,101,101.94,100.445,101.23,674142
10/04/2024,98.62,100.47,98.62,99.45,951401
11/04/2024,100,101.25,99.35,100.8,965115
12/04/2024,100.76,100.76,97.777,98.26,1552291
15/04/2024,98,98,94.19,94.23,1725864
16/04/2024,94.29,95.5,93.34,95.01,1098125
17/04/2024,95.3,95.92,93.76,93.8,990189
18/04/2024,93.8,95.84,93.1,93.71,800962
19/04/2024,93.27,94.255,91.2601,92.03,1104144
22/04/2024,92.31,93.92,91.69,93.24,1025575
23/04/2024,93.62,95.49,93.33,94.37,806312
24/04/2024,95.2,96.25,93.2,93.76,1302481
25/04/2024,91.54,93.395,90.67,92.93,854659
26/04/2024,93.67,94.3,92.09,92.29,793448
29/04/2024,93.31,94.4,92.56,93.16,975810
30/04/2024,92.1,93.98,92.1,92.98,1290038
01/05/2024,94.16,95.41,92.0256,93.34,951701
02/05/2024,94.35,95.6,92.3701,95.48,1245527
03/05/2024,96.9,97.735,94.975,96.55,982258
06/05/2024,97.83,99.47,96.93,99.25,1608819
07/05/2024,98.64,99.6542,97.95,98.56,1081497
08/05/2024,97.24,98.12,96.31,97.54,1388978
09/05/2024,97.5,98.12,96.6,98.12,763472
10/05/2024,98.2,98.8471,96.5,97.42,1227915
13/05/2024,98,99.24,97.42,98.4,1523135
14/05/2024,99.01,99.57,97.51,97.89,933347
15/05/2024,99.03,100.49,98.32,99.27,1473626
16/05/2024,99.09,100.79,98.75,100.74,1161509
17/05/2024,100.94,104.1087,100.54,102.96,2727522
20/05/2024,102.85,103.25,101.25,102.63,1066588
21/05/2024,101.71,102.33,101.3,101.38,950874
22/05/2024,101.38,101.965,100.295,100.87,792306
23/05/2024,102.04,102.75,98.41,98.74,1696687
24/05/2024,98.32,98.39,96.725,97.16,1432494
28/05/2024,98,98.34,95.14,96.15,2607796
29/05/2024,95.02,97.16,94.7934,96.36,5162680
30/05/2024,100.94,101.5,87.82,88.81,9808272
31/05/2024,89.21,91.5877,86.2539,88.68,4041445
03/06/2024,90.49,91.73,87.4,88.5,2333356
04/06/2024,88.1,89.1,86.52,86.62,1695851
05/06/2024,87.51,88.95,87.0101,88.51,1529791
06/06/2024,88.27,89.28,87.5601,87.69,1194293
07/06/2024,87.25,87.71,86.11,87.42,1016412
10/06/2024,86.82,89.32,86.54,89.11,2090029
11/06/2024,88.95,89.83,88.29,89.14,1517591
12/06/2024,90.57,91.68,88.89,89.29,1645357
13/06/2024,88.83,89.4193,87.37,88.24,1264646
14/06/2024,88.41,90.465,87.92,89.76,1500850
17/06/2024,89.04,90.45,88.33,89.78,1500539
18/06/2024,89.44,89.99,87.41,87.54,1336064
20/06/2024,87.15,87.99,85.73,86.52,1606091
21/06/2024,86.32,87.18,85.8029,86.91,3128898
24/06/2024,86.51,88.68,86.35,88.35,1886250
25/06/2024,88.5,89.25,87.675,88.9,1391215
26/06/2024,88.54,89.365,88.13,88.3,677671
27/06/2024,88.11,92.59,88.0875,92.37,1865729
28/06/2024,92.8,95.29,92.6,93.61,3899890
01/07/2024,93.14,94.63,92.0201,94.55,1423470
02/07/2024,94.84,96.225,93.14,93.61,1113683
03/07/2024,94.01,94.7699,93.41,93.79,563728
05/07/2024,93.08,96.55,92.79,96.35,1239114
08/07/2024,96.14,98.25,95.77,98.05,2013808
09/07/2024,98,98.32,91.6,94.64,2134576
10/07/2024,95,95,91.14,92.79,1442158
11/07/2024,93.88,95.87,92.84,93.25,1109940
12/07/2024,93.19,96.42,92.82,96.08,1603302
15/07/2024,97,99.24,96.28,98.47,1568224
16/07/2024,99.4,100.73,98.26,100.39,1771276
17/07/2024,99.04,99.42,95.9,96.19,1726277
18/07/2024,96.75,96.755,93.255,93.92,1758983
19/07/2024,94.53,94.725,92.64,94.03,1412036
22/07/2024,94.94,96.99,94,95.02,1293390
23/07/2024,95,97.2395,94.785,96.05,1121139
24/07/2024,94.76,96.3,92.42,92.69,1631346
25/07/2024,92.75,95.0625,90.92,93.11,1565696
26/07/2024,94.36,95.18,91.89,93.48,1321774
29/07/2024,93.9,94.559,92.3,94.23,1117623
30/07/2024,94.71,95.29,91.7,92.82,822287
31/07/2024,93.68,94.86,92.35,93.94,741548
01/08/2024,94.32,94.4,90.41,91.38,1167344
02/08/2024,88.97,89.65,86.02,86.69,2180205
05/08/2024,80.59,84.99,79.68,82.85,2254893
06/08/2024,84.08,84.3,82.08,83.8,2975400
07/08/2024,85.83,88.9,85.67,85.76,2102846
08/08/2024,86.64,89.24,86,88.65,1293115
09/08/2024,88.77,91.24,88.77,90.36,2163991
12/08/2024,90.36,92.25,88.7,92.02,1310562
13/08/2024,92.02,94.82,91,92.82,1566042
14/08/2024,93.25,95.21,92.005,95.08,1623069
15/08/2024,96.5,97.54,95.4,95.51,1292406
16/08/2024,95.2,96.84,94.32,96.69,1763789
19/08/2024,96.955,97.93,95.56,97.93,1100082
20/08/2024,97.93,99.12,96.88,97.61,987626
21/08/2024,98.49,98.62,97.38,97.93,845181
22/08/2024,98.9,99.64,96.81,97.11,1447243
23/08/2024,98,99.4999,97.305,99.01,1039357
26/08/2024,99.28,99.91,97.11,97.79,1652776
27/08/2024,97.21,97.78,96.33,96.98,1838030
28/08/2024,96.89,98.26,95.36,96.54,4047456
29/08/2024,83.01,83.875,77.64,79.51,14466990
30/08/2024,80.06,80.82,78.05,78.73,4434201
03/09/2024,78.58,80.24,75.81,76.04,3410793
04/09/2024,74.95,76.9263,74.3,75.26,2407556
05/09/2024,74.92,75.69,74.115,74.71,2228694
06/09/2024,74.99,75.34,72.12,72.45,2462914
09/09/2024,72.69,73.14,71.18,71.27,3301123
10/09/2024,71.6,71.7,70.56,71,2880688
11/09/2024,70.89,73.81,70.81,73.34,2386832
12/09/2024,73.53,74.2899,73.07,73.5,2156723
13/09/2024,73.75,75.09,73.58,74.06,1495980
16/09/2024,74.01,74.9283,73.47,74.03,1633393
17/09/2024,74.81,74.94,73.81,74.21,2555911
18/09/2024,74.25,74.6,73.44,73.89,1824421
19/09/2024,75.61,76.145,74.82,75.02,1940248
20/09/2024,74.87,75.81,74.32,75.75,3812954
23/09/2024,76.07,76.59,75.58,76.18,2299134
24/09/2024,76.02,76.535,75.36,75.83,1284304
25/09/2024,74.86,75.68,74.53,74.86,1899278
26/09/2024,75.54,75.69,73.53,74.29,2114868
27/09/2024,74.82,75.18,73.78,73.99,1796826
30/09/2024,73.84,74.4931,73.65,74.34,1846163
01/10/2024,74.62,74.7,72.47,72.58,1516584
02/10/2024,72.62,73.21,72.27,72.39,1701519
03/10/2024,71.92,72.62,71.63,72.09,1354684
04/10/2024,73.29,73.29,71.755,72.31,1495121
07/10/2024,72.31,72.63,71.47,71.81,1368354
08/10/2024,71.92,73.31,71.92,73.22,1149025
09/10/2024,73.45,76.61,73.3264,76.52,2363807
10/10/2024,76.53,78.48,76.51,77.93,1938437
11/10/2024,77.87,78.58,77.13,77.34,1960728
14/10/2024,77.705,78.21,77.13,77.97,1341605
15/10/2024,77.97,79.47,77.9,78.65,1976401
16/10/2024,78.65,78.905,75.3604,75.72,4049864
17/10/2024,75.56,76.075,74.38,74.45,3404600
18/10/2024,74.51,75.08,74.02,74.82,2044122
21/10/2024,74.64,75.8,73.93,74.04,1322253
22/10/2024,73.76,74.325,73.6,74.03,1070585
23/10/2024,74,74.36,72.11,72.16,2498779
24/10/2024,72.5,72.84,71.9401,72.15,1860931
25/10/2024,72.24,73.11,71.9,72.24,1556388
28/10/2024,72.87,73.46,72.65,73.25,1476708
29/10/2024,73.27,73.95,72.4,73.81,1170294
30/10/2024,73.77,74.56,72.31,72.4,1161432
31/10/2024,72.48,72.606,71.48,71.89,1647357
01/11/2024,72.03,73.53,71.77,73.23,1306766
04/11/2024,71.5,73.68,70.92,73.24,2389844
05/11/2024,73.11,74.42,72.41,74.07,1471221
06/11/2024,75.75,76.72,75.45,76.61,2485029
07/11/2024,76.68,77.67,76.41,77.18,1487403
08/11/2024,76.76,76.9603,75.83,76.75,1060641
11/11/2024,77.01,78.61,76.925,78.45,1467089
12/11/2024,77,79.08,76.9,78.22,1397526
13/11/2024,78.06,80.71,78.0364,78.42,2213857
14/11/2024,78.3,78.7327,76.42,76.93,2154426
15/11/2024,76.46,76.49,73.11,73.66,1950174
18/11/2024,73.67,73.92,72.1,72.88,2106300
19/11/2024,72.11,74.65,71.84,74.51,2239468
20/11/2024,74.58,74.86,72.88,73.69,2087407
21/11/2024,74.16,77.26,74.16,75.45,6452906
22/11/2024,77.13,78.62,75.315,76.57,4535107
25/11/2024,77.62,78.92,76.125,76.5,3238729
26/11/2024,76.37,77.23,75.25,76.83,2875513
27/11/2024,76.51,77.05,74.8101,76.42,1855178
29/11/2024,76.29,77.7936,76.025,77.56,2132567
02/12/2024,80,81.44,79.2709,80.85,4462203
03/12/2024,81.23,81.88,79.58,81.71,9106535
04/12/2024,91,91.43,82.79,86.11,21083590
05/12/2024,87.265,89.8,83.335,83.515,6834130
06/12/2024,83.87,85.34,82.69,84.79,5295390
09/12/2024,85.05,85.39,82.46,83.2,3359754
10/12/2024,83.4,84.08,81.7501,82.78,3322418
11/12/2024,83.76,85.78,82.809,85,3679668
12/12/2024,84.09,84.705,83.24,83.91,2615486
13/12/2024,83.99,84.11,81.93,81.99,1879478
16/12/2024,84.01,85.3199,83.51,84.76,4096684
17/12/2024,84.76,85.8799,83.44,85.42,4703382
18/12/2024,85.185,87.06,80.74,81.41,3984943
19/12/2024,83.83,84.28,80.86,81.69,3272980
20/12/2024,80.67,83.56,80.155,83.28,4814946
23/12/2024,83.245,83.64,81.86,83.6,3216285
24/12/2024,83.64,84.13,82.88,83.19,1697469
26/12/2024,82.89,83.3875,82.49,83.02,2517571
27/12/2024,82.33,82.485,79.8701,81.64,3348600
30/12/2024,80.5,80.91,79.4,79.64,2698887
31/12/2024,80.4,80.44,78.44,78.8,2674178
02/01/2025,80,80.4088,78.44,78.83,1924000
03/01/2025,79.35,80.84,79.0137,80.76,2237020
06/01/2025,81.19,85.9,81.19,84.38,2932678
07/01/2025,84.38,86.79,83.42,84.66,4691660
08/01/2025,84,85.6,82.97,85.46,2341743
10/01/2025,84.09,85.14,82.84,84.37,3785105
13/01/2025,82.99,83.7,81.36,83.49,2197839
14/01/2025,83.49,84.6799,82.66,83.07,1931375
15/01/2025,84.63,85.3,83.45,84.2,1816760
16/01/2025,84.48,86.17,83.7258,85.67,2744147
17/01/2025,87.38,87.49,85.8968,87.29,3366543
21/01/2025,88.44,89.7,87.86,89.4,2700100
22/01/2025,89.58,90.13,88.29,88.62,1574549
23/01/2025,88.31,88.385,86.25,88.07,1914212
24/01/2025,88.5,91.075,87.99,88.86,2097552
27/01/2025,87.1,91.16,86.45,90.9,2791690
28/01/2025,91.5,96.025,90.73,94.93,4553596
29/01/2025,94.06,94.47,92.55,94,2028980
30/01/2025,94.38,95.98,93.67,93.76,2282824
31/01/2025,94.62,95.24,93.73,94.22,2712596
03/02/2025,92.5,94.536,91.9,93.24,1990859
04/02/2025,91.71,94.45,91.6,94.41,2000982
05/02/2025,94.5,98.41,94.39,97.45,2438666
06/02/2025,97.72,97.9,95.92,97.47,2406072
07/02/2025,98.5,98.82,96.88,97,1974608
10/02/2025,97.8,98,95.14,97.66,1893492
11/02/2025,97.59,99.42,95.67,95.78,1694394
12/02/2025,94.66,99.1,94.501,98.26,2101495
13/02/2025,98.8,100.6,97.59,100.26,2763753
14/02/2025,100.265,100.3,96.1,96.29,2956296
18/02/2025,96.69,97.1,95.11,97.04,2544488
19/02/2025,96.89,98,95.58,96.98,1537224
20/02/2025,96.95,97.125,93.73,95.19,1499058
21/02/2025,95.565,96.04,92,92.75,2619680
24/02/2025,93.26,93.46,88.85,90.88,2853917
25/02/2025,90.21,90.4,87.38,89.34,2023817
26/02/2025,89.59,91.085,88.9434,89.58,1245915
27/02/2025,89.9,91.89,88.88,89.19,2523047
28/02/2025,89.07,90.61,88.43,90.49,3964000
03/03/2025,91.81,92.76,86.88,87.16,7462926
04/03/2025,100.055,108.6,97.6,108.31,17352130
05/03/2025,108.64,116.75,107.3759,116.31,10439660
06/03/2025,114.36,116.96,111.12,111.22,6022262
07/03/2025,110.52,114.63,107.67,112.44,4497984
10/03/2025,111.01,111.07,104.92,105.19,5835593
11/03/2025,105.5,109.3199,104.95,107,2995273
12/03/2025,109.23,110.82,107.0424,108.78,2399701
13/03/2025,107.85,109.47,105.4601,106.63,3482477
14/03/2025,109.14,113.76,108.52,112.55,4437877
17/03/2025,112.88,116.81,112.6,115.64,3969507
18/03/2025,114.83,115.37,112.17,112.92,2043418
19/03/2025,113.39,115.44,112.26,114.08,3762019
20/03/2025,112.29,114.95,111.64,112.8,2327733
21/03/2025,111.74,115.02,110.65,113.74,3499115
24/03/2025,115.8,118.0666,114.65,116.38,3688036
25/03/2025,116.425,117.85,115.5001,116.72,3018167
26/03/2025,116.7,117.17,113.06,114.02,2339569
27/03/2025,113.195,113.7053,110.83,111.2,1861939
28/03/2025,110.1,112.19,107.31,107.99,2874044
31/03/2025,106.53,106.79,102.91,105.22,2762079
01/04/2025,104.8,105.94,103.445,104.69,1980342
02/04/2025,103,106.93,102.63,105.38,1673115
03/04/2025,100.64,103.64,97.56,100.27,3259356
04/04/2025,96.66,97.15,89.36,91.93,7544136
07/04/2025,88.345,96.98,87.93,91.24,4689966
08/04/2025,96.1,96.73,90.1,91.39,4713359
09/04/2025,90.65,102.94,90.65,101.73,4174054
10/04/2025,100.17,102.73,98.05,101.63,4264385
11/04/2025,101.19,102.15,98.8879,101.82,2284494
14/04/2025,103.11,104.7699,100.45,100.88,2250182
15/04/2025,101.07,102.8,99.785,100.21,2319258
16/04/2025,99.5,101.67,98.32,99.97,2356292
17/04/2025,99.79,99.85,97.25,97.93,1898525
21/04/2025,97.04,97.2144,91.4,92.46,2239426
22/04/2025,93.32,95.41,92.88,94.33,1787112
23/04/2025,98.68,101.31,97.87,98.33,2379714
24/04/2025,98.31,102.43,98.31,101.54,1598864
25/04/2025,100.735,103.5,100.71,103.38,1530337
28/04/2025,104,105.2,102.3,104.79,1979023
